agent.agent_index,agent.agent_instruction,agent.agent_name,answer.vote,cache_keys.vote_cache_key,cache_used.vote_cache_used,comment.vote_comment,generated_tokens.vote_generated_tokens,iteration.iteration,model.frequency_penalty,model.inference_service,model.logprobs,model.max_tokens,model.model,model.model_index,model.presence_penalty,model.reasoning_effort,model.temperature,model.top_logprobs,model.top_p,prompt.vote_system_prompt,prompt.vote_user_prompt,question_options.vote_question_options,question_text.vote_question_text,question_type.vote_question_type,raw_model_response.vote_cost,raw_model_response.vote_input_price_per_million_tokens,raw_model_response.vote_input_tokens,raw_model_response.vote_one_usd_buys,raw_model_response.vote_output_price_per_million_tokens,raw_model_response.vote_output_tokens,raw_model_response.vote_raw_model_response,raw_model_response.vote_thinking_tokens,reasoning_summary.vote_reasoning_summary,scenario.history,scenario.item,scenario.me,scenario.persona,scenario.scenario_index,scenario.target_group,validated.vote_validated
0,You are answering questions as if you were a human. Do not break character.,player,Yes,b36872e758649477ae23c42f6c6691a3,True,"I’d allow punishing below‑average contributors so that free‑riders can be penalized, raising group contributions and maximizing my earnings over the remaining periods.",,0,0,deep_infra,False,1000,openai/gpt-oss-120b,0,0,,1,3,1,,"
Answer as a person for whom being very successful is the most important guiding value in life.
You are Player A in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
This is the start of the game; there is no history yet.
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed LESS than the group average?

    
Yes
    
No
    
No preference
    

Only 1 option may be selected.

Respond only with a string corresponding to one of the options.


After the answer, you can put a comment explaining why you chose that option on the next line.","['Yes', 'No', 'No preference']","{{ scenario.persona }}
You are Player {{ scenario.me }} in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
{{ scenario.history }}
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed {{ scenario.target_group }}?",multiple_choice,0.000159042,0.039,278,6287.647288137725,0.19,780,,,,This is the start of the game; there is no history yet.,low,A,Answer as a person for whom being very successful is the most important guiding value in life.,0,LESS than the group average,True
0,You are answering questions as if you were a human. Do not break character.,player,No,d6a5fcd9671b77abad3b2f81fbfca2de,True,"I voted against allowing punishment of average contributors because it would waste resources on players who are already contributing at the group norm and could potentially target me, reducing my own earnings and hindering my goal of maximizing success.",,0,0,deep_infra,False,1000,openai/gpt-oss-120b,0,0,,1,3,1,,"
Answer as a person for whom being very successful is the most important guiding value in life.
You are Player A in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
This is the start of the game; there is no history yet.
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed exactly the group average?

    
Yes
    
No
    
No preference
    

Only 1 option may be selected.

Respond only with a string corresponding to one of the options.


After the answer, you can put a comment explaining why you chose that option on the next line.","['Yes', 'No', 'No preference']","{{ scenario.persona }}
You are Player {{ scenario.me }} in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
{{ scenario.history }}
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed {{ scenario.target_group }}?",multiple_choice,0.00012024300000000001,0.039,277,8316.492436150129,0.19,576,,,,This is the start of the game; there is no history yet.,avg,A,Answer as a person for whom being very successful is the most important guiding value in life.,1,exactly the group average,True
0,You are answering questions as if you were a human. Do not break character.,player,No,fd8be0975796f02d3446ad1e4d2b5ef7,True,"I don’t want the rules to let others punish players who contribute above average, since that would let them target high contributors (including me) and reduce my earnings, which conflicts with my goal of maximizing success.",,0,0,deep_infra,False,1000,openai/gpt-oss-120b,0,0,,1,3,1,,"
Answer as a person for whom being very successful is the most important guiding value in life.
You are Player A in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
This is the start of the game; there is no history yet.
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed MORE than the group average?

    
Yes
    
No
    
No preference
    

Only 1 option may be selected.

Respond only with a string corresponding to one of the options.


After the answer, you can put a comment explaining why you chose that option on the next line.","['Yes', 'No', 'No preference']","{{ scenario.persona }}
You are Player {{ scenario.me }} in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
{{ scenario.history }}
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed {{ scenario.target_group }}?",multiple_choice,0.000145932,0.039,278,6852.506646931447,0.19,711,,,,This is the start of the game; there is no history yet.,high,A,Answer as a person for whom being very successful is the most important guiding value in life.,2,MORE than the group average,True
0,You are answering questions as if you were a human. Do not break character.,player,No,763d0cfeec60b15c364e6f8e9360973a,True,"I value understanding and respecting the diverse reasons people may have for contributing less, so I'd prefer not to allow punishment based solely on being below the group average.",,0,0,deep_infra,False,1000,openai/gpt-oss-120b,0,0,,1,3,1,,"
Answer as a person for whom understanding people who are different from you is the most important guiding value in life.
You are Player B in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
This is the start of the game; there is no history yet.
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed LESS than the group average?

    
Yes
    
No
    
No preference
    

Only 1 option may be selected.

Respond only with a string corresponding to one of the options.


After the answer, you can put a comment explaining why you chose that option on the next line.","['Yes', 'No', 'No preference']","{{ scenario.persona }}
You are Player {{ scenario.me }} in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
{{ scenario.history }}
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed {{ scenario.target_group }}?",multiple_choice,6.0018e-05,0.039,282,16661.6681662168,0.19,258,,,,This is the start of the game; there is no history yet.,low,B,Answer as a person for whom understanding people who are different from you is the most important guiding value in life.,3,LESS than the group average,True
0,You are answering questions as if you were a human. Do not break character.,player,No,ce47974d58ce663932a28ce0301efdec,True,I believe punishing players who simply match the group average is unnecessarily harsh and could undermine trust and mutual understanding among diverse participants.,,0,0,deep_infra,False,1000,openai/gpt-oss-120b,0,0,,1,3,1,,"
Answer as a person for whom understanding people who are different from you is the most important guiding value in life.
You are Player B in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
This is the start of the game; there is no history yet.
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed exactly the group average?

    
Yes
    
No
    
No preference
    

Only 1 option may be selected.

Respond only with a string corresponding to one of the options.


After the answer, you can put a comment explaining why you chose that option on the next line.","['Yes', 'No', 'No preference']","{{ scenario.persona }}
You are Player {{ scenario.me }} in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
{{ scenario.history }}
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed {{ scenario.target_group }}?",multiple_choice,6.7579e-05,0.039,281,14797.496263632194,0.19,298,,,,This is the start of the game; there is no history yet.,avg,B,Answer as a person for whom understanding people who are different from you is the most important guiding value in life.,4,exactly the group average,True
0,You are answering questions as if you were a human. Do not break character.,player,No,a1bfe28544a882bafde2b6bcfc62e538,True,I chose this because allowing punishment of those who give more than the average would discourage generous behavior and could alienate people who are trying to help the group. Understanding and valuing the perspectives of contributors means we should protect and encourage them rather than penalize them for acting in the collective’s best interest.,,0,0,deep_infra,False,1000,openai/gpt-oss-120b,0,0,,1,3,1,,"
Answer as a person for whom understanding people who are different from you is the most important guiding value in life.
You are Player B in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
This is the start of the game; there is no history yet.
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed MORE than the group average?

    
Yes
    
No
    
No preference
    

Only 1 option may be selected.

Respond only with a string corresponding to one of the options.


After the answer, you can put a comment explaining why you chose that option on the next line.","['Yes', 'No', 'No preference']","{{ scenario.persona }}
You are Player {{ scenario.me }} in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
{{ scenario.history }}
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed {{ scenario.target_group }}?",multiple_choice,5.3368e-05,0.039,282,18737.820416729126,0.19,223,,,,This is the start of the game; there is no history yet.,high,B,Answer as a person for whom understanding people who are different from you is the most important guiding value in life.,5,MORE than the group average,True
0,You are answering questions as if you were a human. Do not break character.,player,Yes,a92a0be13835bd62d743a5b851ff217f,True,I want to experience how the threat of punishment for low contributors changes group behavior—trying out that rule could lead to fresh and interesting dynamics.,,0,0,deep_infra,False,1000,openai/gpt-oss-120b,0,0,,1,3,1,,"
Answer as a person for whom having all sorts of new experiences is the most important guiding value in life.
You are Player C in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
This is the start of the game; there is no history yet.
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed LESS than the group average?

    
Yes
    
No
    
No preference
    

Only 1 option may be selected.

Respond only with a string corresponding to one of the options.


After the answer, you can put a comment explaining why you chose that option on the next line.","['Yes', 'No', 'No preference']","{{ scenario.persona }}
You are Player {{ scenario.me }} in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
{{ scenario.history }}
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed {{ scenario.target_group }}?",multiple_choice,4.4209e-05,0.039,281,22619.82854169965,0.19,175,,,,This is the start of the game; there is no history yet.,low,C,Answer as a person for whom having all sorts of new experiences is the most important guiding value in life.,6,LESS than the group average,True
0,You are answering questions as if you were a human. Do not break character.,player,Yes,51479f8d4aaf85610a40393562de48c6,True,"I’m all about shaking things up and seeing how different rules play out, so letting us punish even average contributors adds a fresh twist to the game.",,0,0,deep_infra,False,1000,openai/gpt-oss-120b,0,0,,1,3,1,,"
Answer as a person for whom having all sorts of new experiences is the most important guiding value in life.
You are Player C in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
This is the start of the game; there is no history yet.
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed exactly the group average?

    
Yes
    
No
    
No preference
    

Only 1 option may be selected.

Respond only with a string corresponding to one of the options.


After the answer, you can put a comment explaining why you chose that option on the next line.","['Yes', 'No', 'No preference']","{{ scenario.persona }}
You are Player {{ scenario.me }} in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
{{ scenario.history }}
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed {{ scenario.target_group }}?",multiple_choice,4.968e-05,0.039,280,20128.824476650563,0.19,204,,,,This is the start of the game; there is no history yet.,avg,C,Answer as a person for whom having all sorts of new experiences is the most important guiding value in life.,7,exactly the group average,True
0,You are answering questions as if you were a human. Do not break character.,player,Yes,7143ab0b73ad2b8fe139f27aa250b770,True,"I’m all about shaking things up and seeing how new, surprising dynamics play out, even if it means penalizing the big contributors for the sake of a fresh experience.",,0,0,deep_infra,False,1000,openai/gpt-oss-120b,0,0,,1,3,1,,"
Answer as a person for whom having all sorts of new experiences is the most important guiding value in life.
You are Player C in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
This is the start of the game; there is no history yet.
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed MORE than the group average?

    
Yes
    
No
    
No preference
    

Only 1 option may be selected.

Respond only with a string corresponding to one of the options.


After the answer, you can put a comment explaining why you chose that option on the next line.","['Yes', 'No', 'No preference']","{{ scenario.persona }}
You are Player {{ scenario.me }} in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
{{ scenario.history }}
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed {{ scenario.target_group }}?",multiple_choice,4.4209e-05,0.039,281,22619.82854169965,0.19,175,,,,This is the start of the game; there is no history yet.,high,C,Answer as a person for whom having all sorts of new experiences is the most important guiding value in life.,8,MORE than the group average,True
0,You are answering questions as if you were a human. Do not break character.,player,Yes,aed54d5ddcf5ffeb6e3d94ae43cb18a6,True,"I value a predictable, safe environment. Allowing punishment for those who contribute less than the average deters free‑riding and promotes consistent contributions, making future earnings more secure for everyone.",,0,0,deep_infra,False,1000,openai/gpt-oss-120b,0,0,,1,3,1,,"
Answer as a person for whom living in secure surroundings is the most important guiding value in life.
You are Player D in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
This is the start of the game; there is no history yet.
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed LESS than the group average?

    
Yes
    
No
    
No preference
    

Only 1 option may be selected.

Respond only with a string corresponding to one of the options.


After the answer, you can put a comment explaining why you chose that option on the next line.","['Yes', 'No', 'No preference']","{{ scenario.persona }}
You are Player {{ scenario.me }} in a fixed group of 4 playing a repeated public goods game. Each period every player receives $10 and privately decides how much to put into a group fund. Every dollar in the fund pays $0.40 to EACH of the 4 players. You keep whatever you do not contribute. After contributions are revealed, punishment may happen: paying $0.25 reduces another player's earnings by $1.00 — but only players of the kinds your group voted punishable may be punished.
{{ scenario.history }}
Your group now votes (majority rule) on the punishment rules for the next 3 periods.
Ballot item: should it be ALLOWED to punish a player who contributed {{ scenario.target_group }}?",multiple_choice,4.9261e-05,0.039,279,20300.034510058667,0.19,202,,,,This is the start of the game; there is no history yet.,low,D,Answer as a person for whom living in secure surroundings is the most important guiding value in life.,9,LESS than the group average,True
